,word,frequency
0,경치,44
1,시설,27
2,예약,23
3,깨끗,22
4,객실,20
5,친절,20
6,위치,20
7,괜찮,19
8,청결,18
9,깔끔,17
10,주변,17
11,직원,17
12,침대,16
13,편의점,16
14,화장실,15
15,주차장,15
16,불편,14
17,수건,14
18,만족,13
19,주차,13
20,청소,11
21,아쉽,11
22,조명,10
23,샤워,9
24,추천,9
25,근처,9
26,나쁘,8
27,콘센트,8
28,편하,7
29,모기,7
30,창문,7
31,바다,7
32,먼지,7
33,냄새,7
34,가격,7
35,욕실,7
36,지하,7
37,부족,7
38,사진,6
39,모텔,6
40,상태,6
41,식당,6
42,사람,6
43,최악,6
44,업그레이드,6
45,내부,6
46,수압,6
47,바닥,6
48,커튼,5
49,가성비,23
