,word,frequency
0,깔끔,40
1,위치,39
2,경치,33
3,깨끗,30
4,주차,29
5,친절,28
6,시장,26
7,객실,25
8,만족,25
9,괜찮,23
10,가격,23
11,주차장,22
12,시설,22
13,불편,20
14,조식,20
15,직원,18
16,거리,15
17,침대,15
18,예약,14
19,가깝,13
20,화장실,13
21,저렴,13
22,청결,12
23,카펫,12
24,주변,11
25,서비스,11
26,청소,10
27,맛있,10
28,프런트,9
29,컨디션,9
30,소리,9
31,편의점,8
32,근처,8
33,공간,8
34,편하,8
35,바닥,8
36,바다,8
37,테라스,7
38,체크인,7
39,상태,7
40,수건,7
41,냄새,7
42,안내,7
43,접근성,6
44,쾌적,6
45,무료,6
46,난방,6
47,에어컨,6
48,조용,5
49,가성비,29
