,word,frequency
0,깨끗,39
1,경치,36
2,친절,31
3,공항,29
4,수영장,26
5,위치,24
6,직원,23
7,바다,23
8,시설,22
9,만족,20
10,객실,19
11,청결,18
12,주변,18
13,근처,17
14,주차,17
15,가깝,16
16,침대,16
17,아쉽,14
18,깔끔,14
19,시장,12
20,괜찮,12
21,테라스,11
22,화장실,11
23,주차장,11
24,가격,10
25,거리,10
26,예약,10
27,불편,10
28,사람,9
29,접근성,9
30,편하,9
31,항구,9
32,컨디션,8
33,전망,8
34,소리,8
35,추천,7
36,조식,7
37,칫솔,7
38,공원,7
39,편의점,6
40,교통,6
41,편의,6
42,저렴,6
43,방음,6
44,치약,6
45,소음,6
46,청소,6
47,욕조,6
48,편했,6
49,가성비,11
