,word,frequency
0,친절,27
1,가격,26
2,저렴,26
3,리조트,23
4,조식,22
5,수영장,21
6,시설,21
7,불편,20
8,직원,20
9,괜찮,18
10,침대,17
11,객실,15
12,편의점,15
13,깨끗,14
14,냄새,13
15,청소,13
16,만족,13
17,예약,11
18,수건,11
19,깔끔,11
20,경치,10
21,방음,10
22,청결,10
23,나쁘,9
24,위치,9
25,아이,9
26,근처,8
27,프런트,8
28,상태,8
29,사진,7
30,화장실,7
31,맛있,7
32,관리,6
33,머리카락,6
34,식당,6
35,주변,6
36,이동,6
37,직접,6
38,가족,6
39,거리,6
40,소리,6
41,서비스,6
42,온수,6
43,곰팡이,6
44,택시,6
45,사람,5
46,노후,5
47,이불,5
48,불친절,5
49,가성비,44
