,word,frequency
0,공항,64
1,수영장,60
2,깨끗,47
3,깔끔,32
4,친절,29
5,시설,29
6,근처,25
7,객실,24
8,만족,23
9,괜찮,23
10,위치,22
11,조식,19
12,방음,18
13,청결,18
14,직원,18
15,가깝,16
16,청소,13
17,경치,10
18,편의점,10
19,침구,10
20,서비스,9
21,편하,9
22,실내,9
23,주차장,8
24,맛있,8
25,편리,8
26,영장,8
27,소리,8
28,조용,8
29,아쉽,7
30,칫솔,7
31,냄새,7
32,소음,7
33,침대,7
34,컨디션,6
35,프런트,6
36,불편,6
37,추천,5
38,치약,5
39,옆방,5
40,상태,5
41,화장실,5
42,스위트,5
43,전화,5
44,샤워,5
45,사람,5
46,수영모,5
47,숙박,5
48,식당,5
49,가성비,19
