,word,frequency
0,깨끗,53
1,깔끔,43
2,친절,40
3,시장,37
4,직원,30
5,만족,26
6,시설,24
7,세탁기,20
8,편의점,19
9,가격,17
10,위치,16
11,주변,16
12,침대,16
13,괜찮,15
14,주차,14
15,주차장,13
16,객실,13
17,가깝,12
18,조식,12
19,예약,12
20,근처,11
21,불편,11
22,공간,10
23,조용,10
24,추천,10
25,냉장고,9
26,냄새,9
27,저렴,9
28,청결,9
29,편하,8
30,프런트,8
31,푹신,7
32,경치,7
33,무료,7
34,방음,7
35,컨디션,7
36,청소,7
37,편리,7
38,수건,6
39,건물,6
40,감사,6
41,전자레인지,6
42,식당,6
43,화장실,6
44,로비,6
45,거리,6
46,맛있,6
47,쾌적,6
48,가족,5
49,가성비,28
