,word,frequency
0,공항,47
1,친절,42
2,화장실,26
3,깨끗,25
4,직원,25
5,깔끔,23
6,시설,22
7,괜찮,19
8,욕조,18
9,불편,16
10,위치,15
11,가깝,14
12,만족,14
13,모텔,13
14,조명,12
15,객실,12
16,근처,12
17,냄새,11
18,청소,11
19,예약,10
20,방음,9
21,주변,9
22,에어컨,8
23,가격,8
24,감사,8
25,욕실,7
26,소리,7
27,편하,7
28,전화,7
29,사진,7
30,어둡,6
31,교통,6
32,침대,6
33,번화가,6
34,프런트,6
35,소음,6
36,편리,6
37,수건,6
38,창문,6
39,세면대,6
40,주차,6
41,접근성,6
42,택시,6
43,전반,5
44,카드,5
45,머리카락,5
46,여자,5
47,먼지,5
48,거머리,5
49,가성비,17
