,word,frequency
0,수영장,52
1,친절,49
2,깨끗,38
3,직원,34
4,만족,27
5,경치,27
6,시설,23
7,객실,18
8,위치,17
9,깔끔,17
10,리조트,14
11,서비스,12
12,편하,10
13,괜찮,10
14,가족,10
15,조식,10
16,성급,9
17,침대,8
18,실내,8
19,무료,8
20,청결,8
21,바다,7
22,청소,7
23,단지,6
24,편안,6
25,야외,6
26,주변,6
27,수영,5
28,화장실,5
29,마음,5
30,아기,5
31,의사,5
32,테라스,5
33,미니바,5
34,날씨,5
35,상태,5
36,아이,5
37,사진,4
38,내부,4
39,관광,4
40,냄새,4
41,아쉬웠,4
42,가격,4
43,전부,4
44,크기,4
45,산책,4
46,연결,4
47,나중,4
48,저렴,4
49,가성비,20
