,word,frequency
0,시설,47
1,깨끗,39
2,친절,32
3,청소,24
4,만족,24
5,객실,22
6,깔끔,20
7,주변,19
8,침대,19
9,직원,19
10,위치,18
11,조용,18
12,경치,18
13,편의점,17
14,화장실,16
15,불편,15
16,리조트,14
17,가격,13
18,청결,12
19,접근성,12
20,추천,12
21,괜찮,10
22,편의,10
23,주차,9
24,편하,9
25,공간,9
26,먼지,8
27,가족,8
28,부족,8
29,숙박,8
30,아쉽,8
31,상태,7
32,머리카락,7
33,단점,7
34,거리,7
35,체크인,6
36,마음,6
37,시장,6
38,이동,6
39,내부,6
40,예약,6
41,컨디션,6
42,쾌적,5
43,근처,5
44,정리,5
45,바다,5
46,시내,5
47,건물,5
48,업그레이드,5
49,가성비,39
