,word,frequency
0,주차장,44
1,깨끗,33
2,깔끔,33
3,공항,27
4,위치,22
5,시설,22
6,친절,20
7,가깝,19
8,객실,18
9,괜찮,16
10,직원,16
11,청소,15
12,냄새,13
13,화장실,12
14,지하,11
15,청결,10
16,편리,10
17,경치,10
18,버스,10
19,시청,10
20,불편,10
21,입구,10
22,접근성,9
23,소리,9
24,만족,9
25,시장,9
26,시내,9
27,운전,7
28,가격,7
29,바닥,7
30,정류장,7
31,저렴,6
32,교통,6
33,근처,6
34,거리,6
35,추천,6
36,프런트,6
37,방음,6
38,주변,6
39,침대,6
40,아쉽,5
41,편의,5
42,에어컨,5
43,예약,5
44,조심,5
45,주차,5
46,칫솔,5
47,편하,5
48,렌터카,5
49,가성비,21
