,word,frequency
0,경치,47
1,친절,32
2,깨끗,30
3,위치,26
4,깔끔,25
5,조식,21
6,시설,20
7,만족,20
8,괜찮,18
9,직원,17
10,가깝,16
11,침대,15
12,객실,14
13,화장실,14
14,청결,13
15,소리,11
16,편하,11
17,바다,11
18,냄새,10
19,맛있,10
20,불편,10
21,일출,9
22,주차장,9
23,업그레이드,9
24,가격,9
25,주차,8
26,편의점,8
27,저렴,7
28,방음,7
29,먼지,7
30,사진,7
31,내부,7
32,조용,6
33,수압,6
34,편했,6
35,이상,6
36,침구,6
37,청소,6
38,상태,6
39,칫솔,6
40,근처,5
41,루프,5
42,예약,5
43,욕실,5
44,아쉽,5
45,감사,5
46,서비스,5
47,도보,4
48,전망,4
49,가성비,20
