,word,frequency
0,친절,59
1,직원,40
2,수영장,33
3,시설,30
4,워터,25
5,깨끗,24
6,파크,22
7,만족,18
8,청결,16
9,조식,16
10,깔끔,16
11,객실,16
12,편의,14
13,거리,13
14,리조트,13
15,사람,13
16,서비스,11
17,맛있,11
18,아이,10
19,컨디션,9
20,업그레이드,9
21,예약,9
22,방음,8
23,괜찮,7
24,불편,7
25,음식,7
26,아쉽,7
27,감사,7
28,스카,6
29,이풀,6
30,재밌,6
31,실내,6
32,식당,6
33,식사,6
34,가격,6
35,체크인,6
36,따로,6
37,경치,5
38,마음,5
39,편의점,5
40,성인,5
41,결국,5
42,가족,5
43,스타,5
44,위치,5
45,사진,5
46,소리,5
47,추억,4
48,주차장,4
49,가성비,13
