,word,frequency
0,시설,54
1,친절,46
2,깨끗,41
3,깔끔,27
4,직원,26
5,객실,24
6,서비스,17
7,만족,17
8,편의,11
9,침대,11
10,괜찮,11
11,랜딩,10
12,예약,10
13,청결,9
14,조식,9
15,청소,9
16,거리,9
17,추천,9
18,편하,9
19,성급,9
20,워터,9
21,파크,9
22,부대시설,9
23,저렴,8
24,가격,8
25,주변,8
26,식당,8
27,수영장,8
28,상태,8
29,컨디션,8
30,맛있,7
31,화장실,7
32,냄새,7
33,체크인,7
34,불편,6
35,쾌적,6
36,이불,6
37,특히,6
38,샤워,6
39,에어컨,6
40,위치,6
41,방음,5
42,아이,5
43,리조트,5
44,규모,5
45,추억,5
46,감사,5
47,소리,5
48,침구,5
49,가성비,12
