,word,frequency
0,경치,73
1,바다,37
2,객실,36
3,친절,36
4,해수욕장,34
5,깨끗,32
6,위치,30
7,직원,24
8,괜찮,22
9,조식,22
10,깔끔,22
11,시설,19
12,주차장,17
13,만족,16
14,주변,16
15,화장실,13
16,청결,12
17,해변,12
18,쿠폰,11
19,주차,11
20,서비스,10
21,맥주,10
22,맛있,10
23,방음,10
24,예약,10
25,먼지,9
26,소리,9
27,건물,9
28,드링크,9
29,근처,8
30,무료,8
31,프런트,8
32,편의점,7
33,카페,7
34,미니바,7
35,창문,7
36,체크인,7
37,시티,7
38,편하,6
39,컨디션,6
40,청소,6
41,침대,6
42,식당,6
43,아쉽,6
44,야외,6
45,사진,6
46,이불,5
47,편했,5
48,접근성,5
49,가성비,11
