,word,frequency
0,주차,64
1,위치,40
2,시장,37
3,친절,27
4,냄새,26
5,깔끔,24
6,깨끗,23
7,김밥,22
8,시설,20
9,주차장,17
10,주변,17
11,괜찮,17
12,먼지,15
13,불편,14
14,가깝,14
15,직원,14
16,만족,13
17,객실,13
18,서비스,13
19,화장실,12
20,경치,11
21,청결,11
22,바닥,10
23,맛있,10
24,근처,10
25,접근성,10
26,루프,10
27,예약,9
28,편하,9
29,타워,9
30,거리,8
31,가격,8
32,저렴,8
33,침대,8
34,출차,7
35,프런트,7
36,편의점,7
37,청소,7
38,편안,7
39,에어컨,6
40,카펫,6
41,체크아웃,6
42,감사,6
43,최악,6
44,담배,6
45,컨디션,6
46,조식,6
47,유명,5
48,아쉬웠,5
49,가성비,27
