,word,frequency
0,시장,61
1,주차,38
2,친절,33
3,깨끗,33
4,위치,31
5,깔끔,27
6,직원,25
7,시설,24
8,객실,23
9,불편,20
10,괜찮,19
11,혼자,18
12,가격,17
13,공간,14
14,침대,13
15,근처,13
16,주차장,13
17,에어컨,11
18,경치,11
19,거리,11
20,접근성,11
21,저렴,10
22,편의점,10
23,청결,10
24,가깝,10
25,모기,10
26,화장실,10
27,추천,9
28,협소,8
29,조식,8
30,주변,7
31,편하,7
32,서비스,7
33,체크인,7
34,의사,6
35,버스,6
36,소리,6
37,공영,6
38,치약,6
39,만족,6
40,단점,5
41,창문,5
42,맛있,5
43,청소,5
44,싱글,5
45,크기,5
46,문제,5
47,도보,5
48,수건,5
49,가성비,29
