,word,frequency
0,깨끗,34
1,공항,30
2,깔끔,28
3,주차,27
4,위치,24
5,객실,23
6,친절,21
7,시설,21
8,불편,19
9,직원,17
10,프런트,15
11,청결,14
12,괜찮,14
13,냄새,13
14,가격,13
15,만족,13
16,화장실,12
17,에어컨,12
18,주차장,12
19,침대,12
20,욕실,11
21,욕조,11
22,샤워,11
23,편하,10
24,저렴,10
25,시내,10
26,가깝,10
27,커튼,9
28,조식,9
29,근처,9
30,칫솔,8
31,주변,7
32,감사,7
33,교통,7
34,거울,7
35,방음,7
36,필요,6
37,접근성,6
38,청소,6
39,편리,6
40,찝찝,6
41,침구,6
42,업그레이드,5
43,카펫,5
44,예약,5
45,바닥,5
46,푹신,5
47,수건,5
48,후기,5
49,가성비,29
