,word,frequency
0,깨끗,43
1,경치,37
2,수영장,32
3,친절,30
4,깔끔,25
5,공항,25
6,위치,22
7,시설,21
8,근처,18
9,주차,18
10,만족,18
11,괜찮,17
12,시장,17
13,주변,16
14,예약,14
15,직원,14
16,바다,14
17,객실,14
18,청결,13
19,가깝,12
20,침대,12
21,컨디션,8
22,편하,8
23,화장실,8
24,불편,8
25,방음,8
26,침구,7
27,접근성,7
28,주차장,7
29,편의,6
30,맛있,6
31,먹거리,6
32,소음,6
33,교통,6
34,창문,6
35,머리카락,5
36,소리,5
37,바닷가,5
38,상태,5
39,냄새,5
40,가격,4
41,조식,4
42,관리,4
43,욕실,4
44,산책,4
45,편안,4
46,서비스,4
47,친구,4
48,청소,4
49,가성비,10
