,word,frequency
0,깔끔,51
1,친절,47
2,깨끗,47
3,주차장,44
4,직원,36
5,시설,34
6,경치,32
7,시장,29
8,위치,29
9,조식,28
10,괜찮,24
11,객실,24
12,주차,21
13,만족,21
14,지하,20
15,수압,17
16,화장실,17
17,모기,16
18,가격,16
19,엘리베이터,13
20,불편,12
21,건물,12
22,냄새,11
23,서비스,10
24,저렴,10
25,침대,10
26,맛있,10
27,청소,10
28,감사,9
29,근처,9
30,예약,9
31,편하,9
32,추천,9
33,업그레이드,9
34,청결,9
35,협소,8
36,초보,8
37,로비,8
38,공간,7
39,사진,7
40,분위기,7
41,포함,7
42,무료,6
43,방음,6
44,후기,6
45,편의점,6
46,거리,6
47,주변,6
48,입구,6
49,가성비,25
