,word,frequency
0,친절,72
1,직원,42
2,깨끗,39
3,깔끔,34
4,침대,29
5,위치,28
6,만족,26
7,조식,23
8,맛있,22
9,시설,20
10,객실,20
11,공항,20
12,청결,17
13,냄새,17
14,괜찮,15
15,발레,15
16,푹신,13
17,예약,12
18,시내,11
19,불편,11
20,편하,10
21,가깝,10
22,주차,10
23,루프,10
24,가격,9
25,서비스,9
26,프런트,8
27,접근성,8
28,건물,8
29,사진,7
30,저렴,7
31,청소,7
32,후기,7
33,편했,7
34,침구,7
35,마트,7
36,욕실,6
37,에어컨,6
38,상태,6
39,근처,6
40,아쉽,6
41,주변,6
42,훌륭,6
43,선택,6
44,욕조,6
45,신축,6
46,이불,6
47,의사,5
48,숙박,5
49,가성비,11
