,word,frequency
0,공항,44
1,깨끗,41
2,깔끔,34
3,객실,27
4,주차,25
5,친절,25
6,시설,22
7,불편,20
8,침대,19
9,직원,19
10,타워,18
11,가깝,17
12,편의점,17
13,근처,16
14,위치,15
15,청결,15
16,괜찮,13
17,예약,13
18,주차장,12
19,감사,11
20,에어컨,11
21,만족,10
22,가격,9
23,접근성,9
24,상태,9
25,시내,9
26,편리,8
27,조식,8
28,소리,7
29,샴푸,7
30,청소,7
31,바닥,7
32,화장실,6
33,편히,6
34,경치,6
35,편안,6
36,숙박,6
37,샤워,6
38,구비,6
39,교통,6
40,수건,6
41,냄새,6
42,시티,6
43,출장,5
44,주변,5
45,번화가,5
46,린스,5
47,편하,5
48,욕조,5
49,가성비,18
