,word,frequency
0,경치,97
1,위치,42
2,해수욕장,28
3,친절,24
4,바다,23
5,깔끔,21
6,괜찮,20
7,침대,20
8,불편,19
9,깨끗,18
10,해변,17
11,직원,16
12,객실,16
13,청소,16
14,예약,15
15,시설,15
16,청결,13
17,아트,13
18,냄새,12
19,스테이,12
20,근처,12
21,주변,11
22,체크인,11
23,화장실,10
24,카펫,10
25,편의점,10
26,주차,10
27,만족,10
28,바닥,9
29,소리,9
30,가격,9
31,서비스,9
32,컨디션,8
33,소음,8
34,환상,8
35,딱딱,8
36,건물,8
37,칫솔,8
38,슬리퍼,7
39,바닷가,7
40,에어컨,7
41,방음,7
42,일단,7
43,상태,7
44,욕실,6
45,사람,6
46,접근성,6
47,단점,6
48,프런트,6
49,가성비,20
