,word,frequency
0,친절,56
1,수영장,44
2,공항,41
3,직원,38
4,깨끗,36
5,경치,34
6,만족,27
7,깔끔,27
8,객실,24
9,시설,19
10,조식,18
11,위치,15
12,편하,14
13,침대,14
14,청결,13
15,가깝,13
16,업그레이드,12
17,침구,11
18,맛있,11
19,서비스,11
20,불편,9
21,괜찮,9
22,체크인,9
23,비행기,8
24,근처,8
25,시내,8
26,시티,7
27,편안,7
28,프런트,7
29,예약,7
30,컨디션,7
31,편리,6
32,가격,6
33,체크아웃,6
34,따뜻,5
35,베개,5
36,바다,5
37,응대,5
38,교통,5
39,감사,5
40,편했,5
41,의사,4
42,욕조,4
43,예쁘,4
44,상태,4
45,아쉬운,4
46,접근성,4
47,푹신,4
48,풀장,4
49,가성비,6
